guid,text,back extra,tags
wB1/]TBw+a,<b>Batch scheduling</b>&nbsp;is {{c1::the problem of scheduling a (potentially unbounded) set of finite tasks}}.,,eth::sem5::compsys
P)MPQj)WGN,The&nbsp;<b>execution time&nbsp;</b>(or&nbsp;<b>run time</b>) of a job is {{c1::the time it takes for the job to execute once started}}.,,eth::sem5::compsys
L];d#pl8K],The&nbsp;<b>hold time</b>&nbsp;of a job is {{c1::the time it takes for the job from arriving at the scheduler to start executing}}.,,eth::sem5::compsys
ECA36ueMh5,The&nbsp;<b>wait time</b>&nbsp;of a job is {{c1::the total time it takes from arriving to finishing the job}}.,hold time + execution time,eth::sem5::compsys
IVW>~8oRKC,The&nbsp;<b>arrival time&nbsp;</b>(or&nbsp;<b>release time</b>) of a job is {{c1::the time where it arrives at the scheduler}}.&nbsp;,,eth::sem5::compsys
v{)Jt{3I9X,"In scheduling, <b>First Come First Served</b> (FCFS) works by always dispatching the job&nbsp;{{c1::with the earliest arrival time.}}&nbsp;",,eth::sem5::compsys
"j1,7?fguK=","The <b>convoy phenomenon</b>&nbsp;is a problem in scheduling where {{c1::many short jobs are stalled because of a long-running job, which inflates mean wait times}}.",,eth::sem5::compsys
ra7X;b:QSF,<b>Multi-level feedback queues</b>&nbsp;is a class of scheduling algorithms that {{c1::penalize CPU-bound tasks in favor of I/O-bound tasks}}.,,eth::sem5::compsys
C$y3%bGS<E,The aim of <b>multi-level feedback queue&nbsp;</b>algorithms is to {{c1::get good response times for interactive jobs and good throughput for background jobs}}.,,eth::sem5::compsys
o9V/e-c~vk,"In scheduling,&nbsp;<b>Earliest Deadline First</b>&nbsp;works by dispatching the job that {{c1::has the earliest deadline}}.",Would be implemented with a Priority Queue to work in&nbsp;\(\mathcal{O}(\log n)\),eth::sem5::compsys
k?8h]~A9$U,<b>Reservation-based scheduling&nbsp;</b>guarantees {{c1::a minimum amount of CPU time to each job.}},,eth::sem5::compsys
q:Zx:vTIk},A scheduler is <b>work conserving</b> if {{c1::no processor is ever idle when there is a runnable task.}},,eth::sem5::compsys
F2%x-aHHFi,The <b>First-level Interrupt Service Routine</b> (FLISR) is {{c1::the code that executes immediately as a result of a (device) interrupt}}.,,eth::sem5::compsys
fbVLg]V0@7,A&nbsp;<b>character device</b>&nbsp;is used for&nbsp;{{c1::unstructured}} IO and we access&nbsp;{{c1::single bytes in a byte-stream}}.,,eth::sem5::compsys
j^-RT?@Xbv,"A&nbsp;<b>block device</b>&nbsp;is used for&nbsp;{{c1::structured}} IO and we access {{c1::whole blocks, e.g. disk blocks}}.",,eth::sem5::compsys
p@f#]O^4D<,"The Process Control Block must contain at least {{c1::the page table, trap frame, kernel stack, open files, program name, scheduling state, PID}}.",Very bad card. Improve ASAP,"eth::sem5::compsys, marked"
v*nRJY[3+n,<b>Affinity scheduling</b>&nbsp;is the idea that {{c1::we should schedule jobs on the same core as much as possible}}.,,eth::sem5::compsys
LvH3t1!`I),"A&nbsp;<b>deferred procedure call&nbsp;</b>(DPC, also known as&nbsp;<b>soft interrupt handler</b>) is {{c1::a program created by the first-level interrupt handler to handle a device interrupt}}.",,eth::sem5::compsys
codoKAyp{;,"With&nbsp;<b>base and limit registers</b>, programs had to be compiled to {{c1::position-independent code}} because {{c1::the base address is not known at compile time}}.",(unless relocation registers were used),eth::sem5::compsys
P2k0n@Bjx@,A disadvantage of relocation registers is that they do not allow {{c1::sharing code / data}}.,,eth::sem5::compsys
f|.u17fg{G,"With segmentation, each process has a {{c1::segment table containing segments (offset + size)}}.",,eth::sem5::compsys
OVPFg=!XX~,An advantage of segmentation for MMU is that we can {{c1::share code/data between processes}}.,,eth::sem5::compsys
xLQi$?H9Vf,A disadvantage of segmentation for MMU is {{c1::external fragmentation - wasted space}}.,,eth::sem5::compsys
HAv2G}T=9L,"With&nbsp;<b>zero-on-reference</b>, we {{c1::zero the memory when allocated}} to avoid {{c2::leaking information}}.",,eth::sem5::compsys
A7*k587ot%,"With&nbsp;<b>fill-on-demand</b>, we can {{c2::start a program before its code is in physical memory}} by {{c1::bringing in pages from disk when needed}}.",,eth::sem5::compsys
A?e}V|<vEC,<b>Copy-on-write&nbsp;</b>(COW) optimizes {{c1::copying large regions of virtual memory}}.,,eth::sem5::compsys
yj]E)FK%VO,"When calling <code>fork()</code> with <b>Copy-on-write</b>, we {{c1::copy the page table and set all mappings to read-only in both address spaces}}.",,eth::sem5::compsys
l4o5?`X2P@,"When we write to a read-only page with&nbsp;<b>copy-on-write</b>, we {{c1::allocate a new page, copy the contents, and change the mapping to the new page}}.",,eth::sem5::compsys
ER<FIPEC?;,<b>Bélády's Anomaly</b>&nbsp;is the anomaly that {{c1::for some replacement algorithms <i>increasing</i> cache size can <i>reduce</i> the hit rate for certain access patterns}}.,e.g. FIFO has this anomaly,eth::sem5::compsys
bi]7]PTX5U,"The <b>clock&nbsp;</b>(or <b>second chance</b>) replacement policy approximates {{c1::LRU}}, but {{c2::is much cheaper}}.",,eth::sem5::compsys
B@BErQ%/*Y,A security&nbsp;<b>principal</b>&nbsp;or&nbsp;<b>subject</b>&nbsp;is {{c1::an entity to which we give access rights}}.,,eth::sem5::compsys
D%)RCGuH3$,The&nbsp;<b>protection domain</b>&nbsp;of a principal is {{c1::the set of objects for which the principal has some rights}}.,,eth::sem5::compsys
"LGJQ3`r,?2",The&nbsp;<b>access control matrix</b>&nbsp;is a table where {{c2::the rows are principals and the columns are objects}}. A cell is {{c1::a list of the rights the principal has over the object}}.,,eth::sem5::compsys
"CWy*s$#F,R","An&nbsp;<b>access control list&nbsp;</b>(<b>ACL</b>) is a {{c1::list for a column of the access control list, so a set of the rights principals have over an object}}.",,eth::sem5::compsys
"sDjsI.g!,|",Cranial nerves are the nerves {{c1::emerging directly from the brain}} and connect to {{c2::our primary senses (vision / taste / smell / hearing)}}.,,eth::electives::neuroinf
ju>g#H;:h],The <b>ventricular system </b>is {{c1::a set of four holes (<i>cerebral ventricles)</i>&nbsp;in the brain}}. In there {{c2::the cerebrospinal fluid (CSF)}} is produced.,,eth::electives::neuroinf
bjUw*%v0~f,The <b>basal ganglia</b>&nbsp;is a {{c1::part of the brain that is (among other things) involved in voluntary movement}}.,,eth::electives::neuroinf
h3olXpK^6Y,The&nbsp;<b>thalamus</b>&nbsp;is a {{c1::large mass of gray matter that also acts as a relay for sensory signals}}.,,eth::electives::neuroinf
BIlN1.JV2>,The&nbsp;<b>hypothalamus</b>&nbsp;is {{c1::a part of the brain that connects the nervous system to the hormone system}}.,,eth::electives::neuroinf
kt&]kaMV%t,"The&nbsp;<b>cerebellum&nbsp;</b>(""little brain"") is a {{c1::part of the brain that is important for motor control}}.",,eth::electives::neuroinf
bJiAU2H)~j,Camillo Golgi discovered a {{c1::technique to stain neurons in nervous tissue}}.,,eth::electives::neuroinf
kX)cVyJuw+,Hodgkin and Huxley were able to {{c1::describe how ionic currents caused the action potential}}.,,eth::electives::neuroinf
F9]ZUtLJ~&,"When neurotransmitter vesicles undergo&nbsp;<b>priming</b>, {{c2::they become ready to be released}}. This corresponds to {{c1::the assembly of the SNARE complex}}.",,eth::electives::neuroinf
tBu|bk=f;>,SNARE complexes are {{c1::protein structures which help with vesicle priming &amp; fusion}}.&nbsp;,,eth::electives::neuroinf
NJ*dyw++I?,"<b>Hebb's law</b>&nbsp;says that {{c1::neurons that fire together, wire together}}.",,eth::electives::neuroinf
CL+F<]eW(z,The&nbsp;<b>axon hillock</b>&nbsp;is the {{c1::part of the soma that connects to the axon}}.,,eth::electives::neuroinf
F(W+6cp|O|,"In the axon hillock, {{c1::potentials are summed and if a threshold is exceeded, an action potential propagates through the axon}}.",,eth::electives::neuroinf
A?.Syey&Bz,"When the action potential arrives at the presynaptic terminal, {{c2::voltage-gated&nbsp;\(Ca^{2+}\)&nbsp;channels are opened}}, which cause {{c1::neurotransmitter to be released}}.",,eth::electives::neuroinf
koU>}z6#%8,<b>Long-term potentiation&nbsp;</b>(<b>LTP</b>) is {{c1::a strengthening of synapses}} and happens {{c2::after short but high-frequency stimulation}}.,,eth::electives::neuroinf
Px[p|VUH3,<b>Long Term Depression&nbsp;</b>(<b>LTD</b>) is {{c2::a weakening of synapses}} and happens after {{c1::long but low frequency stimulation}}.,,eth::electives::neuroinf
Itnn>r2wqH,A <b>Hopfield network</b>&nbsp;consists of {{c1::multiple McCulloch-Pitts neurons that are fully connected}}.,,eth::electives::neuroinf
M++ZgS-YUk,The receptor {{c1::NMDA}} is critically involved in Long-Term Potentiation.,,eth::electives::neuroinf
LLxTD2CGz6,<b>Population codes</b> are {{c1::neural representations at the level of groups of cells}}.,,eth::electives::neuroinf
vq^:lBS9xZ,The&nbsp;<b>association cortex</b>&nbsp;is the part of the cerebral cortex that is {{c1::not involved in sensory / motor processing}}.,,eth::electives::neuroinf
oL82K.iqM},Potassium is a chemical element called {{c1::Kalium}} in German.,,
D%n:xT4NsA,Sodium is a chemical element called {{c1::Natrium}} in German.,,
"s?,>Bm1om[","In an asynchronous environment, a message will {{c1::arrive in a finite but unbounded time}}.",,eth::sem5::compsys
hb*O9R!dzI,Any-Input validity says that {{c1::the decision value must be the input of <b>any</b> node}}.,,eth::sem5::compsys
Bs#TY+1BK,"All-Same Validity says that {{c1::if&nbsp;<b>all</b>&nbsp;nodes start with the same input, that must be the decision value}}.",,eth::sem5::compsys
z&&CL8ndFC,A network with&nbsp;\(n\)&nbsp;nodes cannot reach byzantine agreement with {{c1::&nbsp;\(f \ge \frac{n}{3}\)}}&nbsp;byzantine nodes.,,eth::sem5::compsys
f>;WqcK&;S,"The King algorithm has three phases:{{c1::<br><ol><li>Vote (broadcast value)</li><li>Propose (if a value is received often, propose it)</li><li>King (if few proposals, follow the king)</li></ol>}}",,eth::sem5::compsys
wG?*pt$)Rv,"In a distributed system,&nbsp;<b>churn&nbsp;</b>is {{c1::how much nodes are joining and leaving the system}}.",,eth::sem5::compsys
cjL90/.XaW,A <b>quorum&nbsp;</b>is a {{c1::subset of nodes of a system}}.,,eth::sem5::compsys
j<s9~<6yd),A&nbsp;<b>quorum system</b>&nbsp;is a {{c1::set of quorums such that every two quorums intersect}}.,,eth::sem5::compsys
OPET[/g@ia,"In the&nbsp;<b>Majority</b>&nbsp;quorum system, {{c1::every quorum has&nbsp;\(\lfloor\frac{n}{2}\rfloor +1\)&nbsp; nodes}}.",,eth::sem5::compsys
m(1lxss1wc,An&nbsp;<b>access strategy</b>&nbsp;\(Z\) defines {{c1::the probability&nbsp;\(P_Z(Q)\)&nbsp; of accessing a quorum&nbsp;\(Q \in S\)&nbsp; such that&nbsp;\(\sum_{Q\in S}P_Z(Q) = 1\)&nbsp;.}},,eth::sem5::compsys
y_pY&S5HO_,The&nbsp;<b>work&nbsp;</b>of a&nbsp;<b>quorum</b>&nbsp;is {{c1::the number of nodes in it}}.,,eth::sem5::compsys
m#2Ws$gx<^,The&nbsp;<b>resilience</b>&nbsp;of a quorum system is {{c1::the largest number of nodes that can fail such that there's always a quorum without failed nodes}}.,,eth::sem5::compsys
P<79Ac2]?k,Every quorum system has a load of at least&nbsp;{{c1::\(\frac{1}{\sqrt{n} }\)}}.,,eth::sem5::compsys
oZ_F.r}X_n,A&nbsp;<b>uniform</b>&nbsp;quorum system is one in which {{c1::all quorums have the same number of nodes}}.,,eth::sem5::compsys
gyBHHll*`s,"The load in a (B-)grid quorum system is&nbsp;{{c1::\(\Theta(\frac{1}{\sqrt{n} })\), which is optimal}}.",,eth::sem5::compsys
"Ip,B$&2mQS","The <b>Precise Time Protocol</b> (PTP) is similar to NTP, but {{c1::uses MAC layer timestamps}}.",This removes software delay.,eth::sem5::compsys
IaVx}BG;GX,A <b>logical volume&nbsp;</b>can {{c1::merge multiple physical devices into a single volume}}.,,eth::sem5::compsys
"ye;Mj!,B7W","The <b>superblock</b>&nbsp;is the {{c1::area of a disk which holds information about the layout of the file system (how large, where inode tables are, etc.)}}.",In FAT: the Master Boot Record,eth::sem5::compsys
eQtj[(^2Gp,A <b>virtual machine monitor</b>&nbsp;does {{c1::virtualize an entire machine}}.,,eth::sem5::compsys
"M2`Ujt9I`,",A <b>Type-1</b> hypervisor runs {{c1::directly on the hardware}}.,,eth::sem5::compsys
fBDorDp;.;,A&nbsp;<b>Type-2</b>&nbsp;hypervisor runs {{c1::on a conventional OS like normal software}}.,,eth::sem5::compsys
M@E3{pU|8[,A&nbsp;<b>paravirtualized</b>&nbsp;guest OS is one that {{c1::has been modified for running inside a VM}}.,"Fast, but cannot run arbitrary OS binaries",eth::sem5::compsys
no.}289bF9,Virtualization with <b>binary rewriting</b>&nbsp;{{c1::patches the kernel on the fly to remove unvirtualizable instructions}}.,,eth::sem5::compsys
"oHa$AhOy#,","With&nbsp;<b>directly writable tables</b>, a guest OS can {{c1::create page tables the hardware uses to directly translate virtual adresses to machine addresses}}.",,eth::sem5::compsys
c?6X(`YqDk,"With&nbsp;<b>directly writable tables</b>, the VMM has to {{c1::check all writes to page table entries, such that the guest cannot escape the VM}}.",Bad for performance,eth::sem5::compsys
KIcd~.{OLn,A strategy profile is a&nbsp;<b>social optimum</b>&nbsp;if it {{c1::minimizes the sum of all costs (or maximizes payoff)}}.,,eth::sem5::compsys
bgH!EUFW|p,A <b>Nash Equilibrirum</b>&nbsp;is a {{c1::strategy profile where nobody can improve their strategy alone (without others changing)}}.,,eth::sem5::compsys
m&(Dpj@skK,The&nbsp;<b>Price of Anarchy</b>&nbsp;is {{c1::the ratio between the Nash Equilibrium with the highest cost (smallest payoff) and the social optimum}}.,,eth::sem5::compsys
cafEI$y4F>,The <b>Optimistic</b>&nbsp;<b>Price of Anarchy</b>&nbsp;is {{c1::the ratio between the Nash Equilibrium with the smallest cost (highest payoff) and the social optimum}}.,,eth::sem5::compsys
Jr|[;FW0:J,<b>Braess's paradox</b>&nbsp;says that {{c1::adding one or more roads to a road network can slow down overall traffic flow}}.,,eth::sem5::compsys
"b%T,*)s}y$","A&nbsp;<b>ticket</b>&nbsp;is a weaker form of a lock that {{c1::can be reissued and that expires (if a new ticket was issued since by a server, the old one is no longer accepted)}}.",,eth::sem5::compsys
G13bJGzCCl,Paxos cannot make progress anymore if {{c1::half or more of the servers crash}}.,,eth::sem5::compsys
C^Jc)5rzai,There is no deterministic algorithm that achieves consensus in {{c1::the asynchronous model for&nbsp;\(f &gt; 0\).}},,eth::sem5::compsys
J$3IJ4uMC-,A transaction with a&nbsp;<b>timelock</b>&nbsp;is {{c1::not released into the network until the timelock expires}}.,,eth::sem5::compsys
gmL3-FGTW$,The diameter of a graph is the {{c1::longest shortest path}}.,,eth::sem5::compsys
"oVmXrU@C,D",The&nbsp;<i>span</i>&nbsp;of a set of vectors is {{c1::the set of all possible linear combinations of them}}.,The span is a linear subspace.,eth::sem1::linalg
H3<#NN+ZEG,The&nbsp;<i>p</i>-norm of a vector&nbsp;\(x \in \mathbb{R}^n\)&nbsp;is defined as&nbsp;{{c1::\(||x||_p=\left(\sum_{i=1}^n |x_i|^p\right)^{1/p}\)}}.,,eth::sem1::linalg
hIZBW%wW@-,"The&nbsp;<i>loss function</i>&nbsp;\(l(f(x),y)\)&nbsp;tells us {{c1::how good the predicted value&nbsp;\(f(x)\)&nbsp;is compared to the true value&nbsp;\(y\)}}.",e.g. squared loss,eth::sem6::iml
d4:]NJ>Tt4,The&nbsp;<i>training loss&nbsp;</i>\(L(f)\)&nbsp;is {{c1::the average loss over the training set for a predictor&nbsp;\(f\).}},,eth::sem6::iml
z4LU850Knr,The&nbsp;<i>flyweight pattern&nbsp;</i>{{c1::minimizes memory usage and coupling}} by {{c2::sharing data of (often immutable) objects.}},,
Ci>!E>7&JJ,"In the&nbsp;<b>Observer Pattern</b>, the&nbsp;<i>subject</i>&nbsp;has {{c1::a list of dependents (observers) and notifies them of state changes through calling a method.}}",,eth::sem6::rse
k1fk*C<rL0,"In the <b>Model-View-Controller</b>&nbsp;architecture,&nbsp;<br><ul><li>the model {{c1::contains core functionality &amp; data}}</li><li>the views {{c2::display information to the user}}</li><li>the controllers {{c3::handle user input}}</li></ul>",,eth::sem6::rse
!ZrKZ;Af;,"A disadvantage of event-based architectures is that we {{c1::lose control (who responds, in what order, etc.)}}.",,eth::sem6::rse
Eu_*si.M)P,The <b>Strategy Pattern</b>&nbsp;allows {{c1::selecting an algorithm / option at runtime}}.,e.g. different filters depending on type,eth::sem6::rse
s~L^mS%.Jj,An advantage of holding out less data (smaller test set) is that we are {{c1::more likely to get a better model}}.,,eth::sem6::iml
Ph$)qEq~M],An advantage of holding out more data (larger test set) is that we are {{c1::able to better estimate the generalization error}}.,,eth::sem6::iml
ct!1<E>7Ok,The training set is used to {{c1::find the best parameters of a given method}}.,,eth::sem6::iml
deEOh9$*%),The validation set is used to {{c1::find the best method}}.,,eth::sem6::iml
P^c[xpcuo-,The test set is used to {{c1::check how good our model performs}}.,,eth::sem6::iml
w@Gz>T$yfx,Underfitting is driven by the {{c1::bias}}.,,eth::sem6::iml
EDF!D_MATb,Overfitting is driven by the {{c1::variance}}.,,eth::sem6::iml
EN=(HA};&h,Lasso regression limits the&nbsp;{{c1::\(l_1\)-norm}}.,,eth::sem6::iml
qPR^$NQVU1,Ridge regression limits the&nbsp;{{c1::\(l_2\)-norm}}.,,eth::sem6::iml
jD{x4[R;Q2,"In classification,&nbsp;<b>precision</b>&nbsp;is {{c1::the number of true positives over the number of elements labelled as positive}}.",,eth::sem6::iml
GslpMQ%i4D,"In classification,&nbsp;<b>recall</b>&nbsp;is the {{c1::number of true positives divided by the number of actually positive elements}}.",,eth::sem6::iml
dnJ=^oKkX+,A complete lattice is a poset where {{c1::every subset has a least upper and greatest lower bound.}}&nbsp;,,eth::sem6::rse
m<EZOz;g9.,Coupling measures {{c1::how much modules depend on each other}}.,"<img src=""Screenshot_20230509_085330.jpeg"">",eth::sem6::rse
"mm7Zv0,o?8",Procedural Coupling: Modules are coupled to other modules {{c1::whose methods they call}}.,,eth::sem6::rse
sT57ik6&l.,An event-based style (e.g. MVC) helps with {{c1::procedural}} coupling.,,eth::sem6::rse
"J[%<|JIFB,",Class Coupling: {{c1::Inheritance}} couples a class to another class.,,eth::sem6::rse
Q;3J;IavU*,"The ""Fragile base class problem"" is an OOP problem where {{c1::seemingly safe modifications to a base class may break subclasses}}.",,eth::sem6::rse
v0TOi]x`nA,"By using interfaces, we can often reduce {{c1::class}} coupling.",,eth::sem6::rse
oO?xg8a/!a,We can reduce class coupling from allocations by delegating these to a so-called {{c1::<i>abstract factory</i>}}.,,eth::sem6::rse
vG*8Z<uBg{,We can prepare modules for future change by {{c1::parametrizing}} them.,,eth::sem6::rse
CbI&TbkZzP,"The <i>vanishing gradient problem</i>&nbsp;is a problem in machine learning where {{c1::during training the gradient becomes very small, which prevents our weights from changing &amp; further training}}.",,eth::sem6::iml
Gtf}}jL&I;,The <b>softmax</b>&nbsp;function is often used in the {{c2::final}} layer of a {{c1::neural network-based classifier}}.,,eth::sem6::iml
JIG(]z]OI`,A&nbsp;<b>gradient descent</b>&nbsp;iteration updates&nbsp;\(w^{next}\)&nbsp;to be {{c1::\(w^{now} -\eta\cdot\nabla L(w^{now})\).}},,eth::sem6::iml
KGqQ``lr&],"In&nbsp;<b>gradient descent</b>,&nbsp;\(\eta\)&nbsp;is the {{c1::learning rate}}.",,eth::sem6::iml
HLknPr2Z/U,The closed form solution of <b>d-dim linear regression</b>&nbsp;for&nbsp;\(w_{min}\)&nbsp;is&nbsp;{{c1::\((X^TX)^{-1}X^Ty\).}},,eth::sem6::iml
O=NEFB;h6E,"In gradient descent,&nbsp;<b>momentum</b>&nbsp;incorporates {{c2::the gradient of the previous step}} to {{c1::remove oscillations and speed up convergence}}.",,eth::sem6::iml
AuTV*PszQf,"Minibatch SGD uses {{c2::a subset of points}}, whereas normal SGD uses {{c1::just one point}}.&nbsp;",,eth::sem6::iml
"mL3UC,AJNu",The&nbsp;<b>logistic loss</b>&nbsp;is defined as&nbsp;\(g_{log}(y\hat{f}(x)) =\){{c1::\(\log(1+e^{-y\hat{f}(x)})\)}}.,,eth::sem6::iml
LfcJJx/%n&,"In&nbsp;<b>one-vs-rest</b>, we try to learn classes by {{c1::relabeling points from all classes except one as&nbsp;\(-1\) and the one from that class as&nbsp;\(1\).}}",,eth::sem6::iml
6+*XPUsf,The ROC curve plots the {{c1::TPR (True Positive Rate)}} against the {{c2::FPR (False Positive Rate)}}.,,eth::sem6::iml
Opx|X)ie?z,AUROC stands for {{c1::Area Under the Receiver Operating Characteristic (curve)}}.,,eth::sem6::iml
o/+IipWh-D,"Ideally, the AUROC is equal to&nbsp;{{c1::\(1\)}}.",,eth::sem6::iml
s3TE=|@|*j,A&nbsp;<b>pooling layer</b>&nbsp;helps by {{c1::reducing the width of the network / number of parameters}}.,,eth::sem6::iml
El*X&$}Qu-,A&nbsp;<b>prior</b>&nbsp;(distribution) is an {{c1::assumed probability distribution before some evidence is taken into account}}.,,eth::sem6::iml
t$}W>t9!-8,We call <b>Gaussian Naive Bayes</b> naive because it assumes that {{c1::every pair of features is conditionally independent}}.,,eth::sem6::iml
N9w!CC-Z]C,"Weakly-typed languages do {{c1::classify values into types}}, but do not {{c1::enforce additional restrictions}}.",,eth::coop
dQh^IW/k)x,Strongly-typed languages enforce that {{c1::all arguments to an operation have the correct types}}.&nbsp;,,eth::coop
k27S$rV~n|,A type is a {{c1::set of values sharing some properties}}.,,eth::coop
qoA|R*5Az>,"In static type checking, we determine {{c1::at compile time}} if a program is correctly typed.",,eth::coop
bN]A1Bv?:F,"In dynamic type checking, we determine {{c1::at run time}} if the arguments to an operation are of the expected type.",,eth::coop
Q]rekwf&t#,"The type invariant for statically type-safe OOP language is ""{{c1::In every program state, the value of the variable <b>v</b> is an element of the declared type of <b>v</b>.}}""",,eth::coop
f>Ch=D*lsn,Gradual Typing is {{c1::optional static type checking}} for dynamically-typed languages.,,eth::coop
HS&*pcBK}*,Two examples for gradual typing are {{c1::TypeScript for JavaScript and mypy for Python}}.&nbsp;,,eth::coop
t)Da)2xZ_j,Duck typing is an informal name for {{c1::structural dynamic type systems}}.,,eth::coop
p)B-LoXd2^,A&nbsp;<b>persona&nbsp;</b>is&nbsp;{{c1::a precise description of a user as a stand-in for a real user}}.,,eth::sem5::hci
yQ^3mS7^Bk,"With the&nbsp;<b>analytical&nbsp;</b>method, we look at {{c1::<i>inherent attributes</i> of the design rather than seeing the design in use}}.",,eth::sem5::hci
c!YxySw+r),"With the&nbsp;<b>empirical</b>&nbsp;method, we look at {{c1::how a design (change) affects&nbsp;<i>observable usage</i>}}.",,eth::sem5::hci
eRvt6)zVlf,There are five principal components to Usability:<br><ul><li>{{c1::Learnability}}</li><li>{{c1::Efficiency}}</li><li>{{c1::Memorability}}</li><li>{{c1::Errors}}</li><li>{{c1::Satisfaction}}</li></ul>,,eth::sem5::hci
oIA6UabC=c,An&nbsp;<b>affordance</b>&nbsp;is an {{c1::action that the design of an object suggests to a user}}.,A button&nbsp;<i>affords</i>&nbsp;pushing.,eth::sem5::hci
D[%5/M72xV,<b>KLM</b>&nbsp;stands for {{c1::Keystroke Level Model}}.,,eth::sem5::hci
rYI)(<NN92,<b>Priming&nbsp;</b>means that {{c1::we ask questions that already imply a certain answer}}.,,eth::sem5::hci
